index, memory location, data type, hex value, dec, voltage
[862], 0x0022BC, int, 0x0E0B, 3595, 2.89595947265625
[863], 0x0022BE, int, 0x0E47, 3655, 2.94429931640625
[864], 0x0022C0, int, 0x0B83, 2947, 2.37388916015625
[865], 0x0022C2, int, 0x078A, 1930, 1.55452880859375
[866], 0x0022C4, int, 0x0503, 1283, 1.03326416015625
[867], 0x0022C6, int, 0x059E, 1438, 1.15814208984375
[868], 0x0022C8, int, 0x08F3, 2291, 1.84537353515625
[869], 0x0022CA, int, 0x0CC4, 3268, 2.63250732421875
[870], 0x0022CC, int, 0x0EA8, 3752, 3.0224487304687497
[871], 0x0022CE, int, 0x0D2C, 3372, 2.7162963867187497
[872], 0x0022D0, int, 0x0983, 2435, 1.96138916015625
[873], 0x0022D2, int, 0x05ED, 1517, 1.22178955078125
[874], 0x0022D4, int, 0x04F0, 1264, 1.01795654296875
[875], 0x0022D6, int, 0x0711, 1809, 1.45704345703125
[876], 0x0022D8, int, 0x0AFD, 2813, 2.26593017578125
[877], 0x0022DA, int, 0x0E1C, 3612, 2.9096557617187497
[878], 0x0022DC, int, 0x0E44, 3652, 2.9418823242187497
[879], 0x0022DE, int, 0x0B81, 2945, 2.37227783203125
[880], 0x0022E0, int, 0x078C, 1932, 1.55614013671875
[881], 0x0022E2, int, 0x0507, 1287, 1.03648681640625
[882], 0x0022E4, int, 0x05A8, 1448, 1.16619873046875
[883], 0x0022E6, int, 0x08F7, 2295, 1.84859619140625
[884], 0x0022E8, int, 0x0CCC, 3276, 2.63895263671875
[885], 0x0022EA, int, 0x0E9F, 3743, 3.01519775390625
[886], 0x0022EC, int, 0x0D2D, 3373, 2.71710205078125
[887], 0x0022EE, int, 0x0987, 2439, 1.96461181640625
[888], 0x0022F0, int, 0x05F3, 1523, 1.22662353515625
[889], 0x0022F2, int, 0x04EE, 1262, 1.01634521484375
[890], 0x0022F4, int, 0x0718, 1816, 1.46268310546875
[891], 0x0022F6, int, 0x0AFE, 2814, 2.26673583984375
[892], 0x0022F8, int, 0x0E17, 3607, 2.9056274414062497
[893], 0x0022FA, int, 0x0E4E, 3662, 2.9499389648437497
[894], 0x0022FC, int, 0x0B7B, 2939, 2.36744384765625
[895], 0x0022FE, int, 0x0774, 1908, 1.53680419921875
[896], 0x002300, int, 0x050C, 1292, 1.04051513671875
[897], 0x002302, int, 0x05AE, 1454, 1.17103271484375
[898], 0x002304, int, 0x08F6, 2294, 1.84779052734375
[899], 0x002306, int, 0x0CCD, 3277, 2.6397583007812497
[900], 0x002308, int, 0x0EA6, 3750, 3.02083740234375
[901], 0x00230A, int, 0x0D2E, 3374, 2.71790771484375
[902], 0x00230C, int, 0x0976, 2422, 1.95091552734375
[903], 0x00230E, int, 0x05EB, 1515, 1.22017822265625
[904], 0x002310, int, 0x04F2, 1266, 1.0195678710937501
[905], 0x002312, int, 0x0720, 1824, 1.46912841796875
[906], 0x002314, int, 0x0AFD, 2813, 2.26593017578125
[907], 0x002316, int, 0x0E13, 3603, 2.90240478515625
[908], 0x002318, int, 0x0E52, 3666, 2.95316162109375
[909], 0x00231A, int, 0x0B77, 2935, 2.36422119140625
[910], 0x00231C, int, 0x0784, 1924, 1.54969482421875
[911], 0x00231E, int, 0x0507, 1287, 1.03648681640625
[912], 0x002320, int, 0x05AF, 1455, 1.17183837890625
[913], 0x002322, int, 0x08FE, 2302, 1.85423583984375
[914], 0x002324, int, 0x0CD9, 3289, 2.64942626953125
[915], 0x002326, int, 0x0EA8, 3752, 3.0224487304687497
[916], 0x002328, int, 0x0D25, 3365, 2.71065673828125
[917], 0x00232A, int, 0x0978, 2424, 1.95252685546875
[918], 0x00232C, int, 0x05EF, 1519, 1.22340087890625
[919], 0x00232E, int, 0x04F3, 1267, 1.02037353515625
[920], 0x002330, int, 0x0728, 1832, 1.47557373046875
[921], 0x002332, int, 0x0B10, 2832, 2.28123779296875
[922], 0x002334, int, 0x0E19, 3609, 2.90723876953125
[923], 0x002336, int, 0x0E3E, 3646, 2.93704833984375
[924], 0x002338, int, 0x0B6B, 2923, 2.35455322265625
[925], 0x00233A, int, 0x0783, 1923, 1.54888916015625
[926], 0x00233C, int, 0x0503, 1283, 1.03326416015625
[927], 0x00233E, int, 0x05AF, 1455, 1.17183837890625
[928], 0x002340, int, 0x0907, 2311, 1.86148681640625
[929], 0x002342, int, 0x0CCE, 3278, 2.64056396484375
[930], 0x002344, int, 0x0EA3, 3747, 3.0184204101562497
[931], 0x002346, int, 0x0D26, 3366, 2.71146240234375
[932], 0x002348, int, 0x0973, 2419, 1.94849853515625
[933], 0x00234A, int, 0x05EC, 1516, 1.2209838867187501
[934], 0x00234C, int, 0x04EE, 1262, 1.01634521484375
[935], 0x00234E, int, 0x0720, 1824, 1.46912841796875
[936], 0x002350, int, 0x0B10, 2832, 2.28123779296875
[937], 0x002352, int, 0x0E19, 3609, 2.90723876953125
[938], 0x002354, int, 0x0E42, 3650, 2.94027099609375
[939], 0x002356, int, 0x0B6E, 2926, 2.35697021484375
[940], 0x002358, int, 0x0776, 1910, 1.53841552734375
[941], 0x00235A, int, 0x0503, 1283, 1.03326416015625
[942], 0x00235C, int, 0x05B4, 1460, 1.17586669921875
[943], 0x00235E, int, 0x0903, 2307, 1.85826416015625
[944], 0x002360, int, 0x0CEC, 3308, 2.66473388671875
[945], 0x002362, int, 0x0EA1, 3745, 3.01680908203125
[946], 0x002364, int, 0x0D1E, 3358, 2.70501708984375
[947], 0x002366, int, 0x096B, 2411, 1.94205322265625
[948], 0x002368, int, 0x05F9, 1529, 1.23145751953125
[949], 0x00236A, int, 0x04F3, 1267, 1.02037353515625
[950], 0x00236C, int, 0x072B, 1835, 1.47799072265625
[951], 0x00236E, int, 0x0B16, 2838, 2.28607177734375
[952], 0x002370, int, 0x0E1B, 3611, 2.90885009765625
[953], 0x002372, int, 0x0E3F, 3647, 2.9378540039062497
[954], 0x002374, int, 0x0B68, 2920, 2.35213623046875
[955], 0x002376, int, 0x077E, 1918, 1.54486083984375
[956], 0x002378, int, 0x0507, 1287, 1.03648681640625
[957], 0x00237A, int, 0x05AC, 1452, 1.16942138671875
[958], 0x00237C, int, 0x0906, 2310, 1.86068115234375
[959], 0x00237E, int, 0x0CDC, 3292, 2.6518432617187497
[960], 0x002380, int, 0x0EA3, 3747, 3.0184204101562497
[961], 0x002382, int, 0x0D26, 3366, 2.71146240234375
[962], 0x002384, int, 0x0967, 2407, 1.93883056640625
[963], 0x002386, int, 0x05ED, 1517, 1.22178955078125
[964], 0x002388, int, 0x04F2, 1266, 1.0195678710937501
[965], 0x00238A, int, 0x0729, 1833, 1.47637939453125
[966], 0x00238C, int, 0x0B14, 2836, 2.28446044921875
[967], 0x00238E, int, 0x0E1B, 3611, 2.90885009765625
[968], 0x002390, int, 0x0E3E, 3646, 2.93704833984375
[969], 0x002392, int, 0x0B64, 2916, 2.34891357421875
[970], 0x002394, int, 0x076E, 1902, 1.53197021484375
[971], 0x002396, int, 0x0503, 1283, 1.03326416015625
[972], 0x002398, int, 0x05AD, 1453, 1.17022705078125
[973], 0x00239A, int, 0x090F, 2319, 1.86793212890625
[974], 0x00239C, int, 0x0CD9, 3289, 2.64942626953125
[975], 0x00239E, int, 0x0E9F, 3743, 3.01519775390625
[976], 0x0023A0, int, 0x0D1C, 3356, 2.70340576171875
[977], 0x0023A2, int, 0x0960, 2400, 1.93319091796875
[978], 0x0023A4, int, 0x05E1, 1505, 1.21212158203125
[979], 0x0023A6, int, 0x04F2, 1266, 1.0195678710937501
[980], 0x0023A8, int, 0x0723, 1827, 1.47154541015625
[981], 0x0023AA, int, 0x0B0C, 2828, 2.27801513671875
[982], 0x0023AC, int, 0x0E11, 3601, 2.90079345703125
[983], 0x0023AE, int, 0x0E3E, 3646, 2.93704833984375
[984], 0x0023B0, int, 0x0B68, 2920, 2.35213623046875
[985], 0x0023B2, int, 0x076E, 1902, 1.53197021484375
[986], 0x0023B4, int, 0x0506, 1286, 1.0356811523437501
[987], 0x0023B6, int, 0x05BE, 1470, 1.18392333984375
[988], 0x0023B8, int, 0x091A, 2330, 1.87679443359375
[989], 0x0023BA, int, 0x0CEB, 3307, 2.6639282226562497
[990], 0x0023BC, int, 0x0E97, 3735, 3.00875244140625
[991], 0x0023BE, int, 0x0D1C, 3356, 2.70340576171875
[992], 0x0023C0, int, 0x0957, 2391, 1.92593994140625
[993], 0x0023C2, int, 0x05E3, 1507, 1.21373291015625
[994], 0x0023C4, int, 0x04F0, 1264, 1.01795654296875
[995], 0x0023C6, int, 0x072B, 1835, 1.47799072265625
[996], 0x0023C8, int, 0x0B1C, 2844, 2.29090576171875
[997], 0x0023CA, int, 0x0E29, 3625, 2.92012939453125
[998], 0x0023CC, int, 0x0E3E, 3646, 2.93704833984375
[999], 0x0023CE, int, 0x0B58, 2904, 2.33924560546875
[1000], 0x0023D0, int, 0x076E, 1902, 1.53197021484375
[1001], 0x0023D2, int, 0x0507, 1287, 1.03648681640625
[1002], 0x0023D4, int, 0x05B8, 1464, 1.17908935546875
[1003], 0x0023D6, int, 0x0916, 2326, 1.87357177734375
[1004], 0x0023D8, int, 0x0CEC, 3308, 2.66473388671875
[1005], 0x0023DA, int, 0x0EA7, 3751, 3.02164306640625
[1006], 0x0023DC, int, 0x0D0B, 3339, 2.68970947265625
[1007], 0x0023DE, int, 0x0951, 2385, 1.92110595703125
[1008], 0x0023E0, int, 0x05EB, 1515, 1.22017822265625
[1009], 0x0023E2, int, 0x04FA, 1274, 1.02601318359375
[1010], 0x0023E4, int, 0x0743, 1859, 1.49732666015625
[1011], 0x0023E6, int, 0x0B1E, 2846, 2.29251708984375
[1012], 0x0023E8, int, 0x0E23, 3619, 2.91529541015625
[1013], 0x0023EA, int, 0x0E3E, 3646, 2.93704833984375
[1014], 0x0023EC, int, 0x0B5B, 2907, 2.34166259765625
[1015], 0x0023EE, int, 0x075D, 1885, 1.51827392578125
[1016], 0x0023F0, int, 0x0500, 1280, 1.03084716796875
[1017], 0x0023F2, int, 0x05BD, 1469, 1.18311767578125
[1018], 0x0023F4, int, 0x091E, 2334, 1.88001708984375
[1019], 0x0023F6, int, 0x0CEB, 3307, 2.6639282226562497
[1020], 0x0023F8, int, 0x0E9E, 3742, 3.0143920898437497
[1021], 0x0023FA, int, 0x0D0C, 3340, 2.69051513671875
[1022], 0x0023FC, int, 0x0952, 2386, 1.92191162109375
[1023], 0x0023FE, int, 0x05D7, 1495, 1.20406494140625
